Name1	Name2	corr
murchmadness_h	twgrp_h	0.9982102
murchmadness_h	rpn_h	0.9982102
murchmadness_h	5dnews_h	0.9982102
twgrp_h	murchmadness_h	0.9982102
rpn_h	murchmadness_h	0.9982102
5dnews_h	murchmadness_h	0.9982102
ratpack_h	twgrp_h	0.99642991
ratpack_h	rpn_h	0.99642991
ratpack_h	5dnews_h	0.99642991
twgrp_h	ratpack_h	0.99642991
rpn_h	ratpack_h	0.99642991
5dnews_h	ratpack_h	0.99642991
twgrp_h	wtpafu_h	0.99640449
twgrp_h	thefungicrew_h	0.99640449
rpn_h	wtpafu_h	0.99640449
rpn_h	thefungicrew_h	0.99640449
fhfnews_h	wtpafu_h	0.99640449
fhfnews_h	thefungicrew_h	0.99640449
5dnews_h	wtpafu_h	0.99640449
5dnews_h	thefungicrew_h	0.99640449
wtpafu_h	twgrp_h	0.99640449
wtpafu_h	rpn_h	0.99640449
wtpafu_h	fhfnews_h	0.99640449
wtpafu_h	5dnews_h	0.99640449
thefungicrew_h	twgrp_h	0.99640449
thefungicrew_h	rpn_h	0.99640449
thefungicrew_h	fhfnews_h	0.99640449
thefungicrew_h	5dnews_h	0.99640449
lilypadlounge_h	tcd_h	0.99639165
tcd_h	lilypadlounge_h	0.99639165
ratpack_h	murchmadness_h	0.99464637
murchmadness_h	ratpack_h	0.99464637
murchmadness_h	wtpafu_h	0.99462113
murchmadness_h	thefungicrew_h	0.99462113
wtpafu_h	murchmadness_h	0.99462113
thefungicrew_h	murchmadness_h	0.99462113
twgrp_h	tcd_h	0.99460196
rpn_h	tcd_h	0.99460196
5dnews_h	tcd_h	0.99460196
tcd_h	twgrp_h	0.99460196
tcd_h	rpn_h	0.99460196
tcd_h	5dnews_h	0.99460196
ratpack_h	wtpafu_h	0.99284724
ratpack_h	thefungicrew_h	0.99284724
wtpafu_h	ratpack_h	0.99284724
thefungicrew_h	ratpack_h	0.99284724
murchmadness_h	tcd_h	0.99282182
tcd_h	murchmadness_h	0.99282182
twgrp_h	fhfnews_h	0.99282166
rpn_h	fhfnews_h	0.99282166
fhfnews_h	twgrp_h	0.99282166
fhfnews_h	rpn_h	0.99282166
fhfnews_h	5dnews_h	0.99282166
5dnews_h	fhfnews_h	0.99282166
ratpack_h	tcd_h	0.99105114
tcd_h	ratpack_h	0.99105114
murchmadness_h	fhfnews_h	0.99104458
fhfnews_h	murchmadness_h	0.99104458
twgrp_h	lilypadlounge_h	0.9910127
rpn_h	lilypadlounge_h	0.9910127
fhfnews_h	lilypadlounge_h	0.9910127
5dnews_h	lilypadlounge_h	0.9910127
lilypadlounge_h	twgrp_h	0.9910127
lilypadlounge_h	rpn_h	0.9910127
lilypadlounge_h	fhfnews_h	0.9910127
lilypadlounge_h	5dnews_h	0.9910127
wtpafu_h	tcd_h	0.99094826
thefungicrew_h	tcd_h	0.99094826
tcd_h	wtpafu_h	0.99094826
tcd_h	thefungicrew_h	0.99094826
ratpack_h	fhfnews_h	0.98927694
fhfnews_h	ratpack_h	0.98927694
murchmadness_h	lilypadlounge_h	0.98923886
lilypadlounge_h	murchmadness_h	0.98923886
truthtrain_h	tcd_h	0.98916187
nightshift_h	tcd_h	0.98916187
tcd_h	truthtrain_h	0.98916187
tcd_h	nightshift_h	0.98916187
ratpack_h	lilypadlounge_h	0.98747445
lilypadlounge_h	ratpack_h	0.98747445
fhfnews_h	tcd_h	0.98738504
tcd_h	fhfnews_h	0.98738504
truthtrain_h	wtpafu_h	0.98737219
truthtrain_h	thefungicrew_h	0.98737219
nightshift_h	wtpafu_h	0.98737219
nightshift_h	thefungicrew_h	0.98737219
lilypadlounge_h	wtpafu_h	0.98737219
lilypadlounge_h	thefungicrew_h	0.98737219
wtpafu_h	truthtrain_h	0.98737219
wtpafu_h	nightshift_h	0.98737219
wtpafu_h	lilypadlounge_h	0.98737219
thefungicrew_h	truthtrain_h	0.98737219
thefungicrew_h	nightshift_h	0.98737219
thefungicrew_h	lilypadlounge_h	0.98737219
murchmadness_h	truthtrain_h	0.98564967
truthtrain_h	murchmadness_h	0.98564967
truthtrain_h	nightshift_h	0.98559212
truthtrain_h	lilypadlounge_h	0.98559212
nightshift_h	truthtrain_h	0.98559212
nightshift_h	lilypadlounge_h	0.98559212
lilypadlounge_h	truthtrain_h	0.98559212
lilypadlounge_h	nightshift_h	0.98559212
twgrp_h	truthtrain_h	0.98382157
twgrp_h	nightshift_h	0.98382157
rpn_h	truthtrain_h	0.98382157
rpn_h	nightshift_h	0.98382157
fhfnews_h	truthtrain_h	0.98382157
fhfnews_h	nightshift_h	0.98382157
5dnews_h	truthtrain_h	0.98382157
5dnews_h	nightshift_h	0.98382157
truthtrain_h	twgrp_h	0.98382157
truthtrain_h	rpn_h	0.98382157
truthtrain_h	fhfnews_h	0.98382157
truthtrain_h	5dnews_h	0.98382157
nightshift_h	twgrp_h	0.98382157
nightshift_h	rpn_h	0.98382157
nightshift_h	fhfnews_h	0.98382157
nightshift_h	5dnews_h	0.98382157
murchmadness_h	nightshift_h	0.98206047
nightshift_h	murchmadness_h	0.98206047
ratpack_h	truthtrain_h	0.98030873
ratpack_h	nightshift_h	0.98030873
truthtrain_h	ratpack_h	0.98030873
nightshift_h	ratpack_h	0.98030873
wtpafu_h	fbj_h	0.97437997
thefungicrew_h	fbj_h	0.97437997
fbj_h	wtpafu_h	0.97437997
fbj_h	thefungicrew_h	0.97437997
twgrp_h	fbj_h	0.97087645
rpn_h	fbj_h	0.97087645
fhfnews_h	fbj_h	0.97087645
5dnews_h	fbj_h	0.97087645
fbj_h	twgrp_h	0.97087645
fbj_h	rpn_h	0.97087645
fbj_h	fhfnews_h	0.97087645
fbj_h	5dnews_h	0.97087645
phpnews_h	dt47_h	0.97036146
dt47_h	phpnews_h	0.97036146
phpnews_h	lilypadlounge_h	0.97033099
lilypadlounge_h	phpnews_h	0.97033099
murchmadness_h	fbj_h	0.96913871
fbj_h	murchmadness_h	0.96913871
ratpack_h	fbj_h	0.96741021
fbj_h	ratpack_h	0.96741021
phpnews_h	tcd_h	0.96677903
tcd_h	phpnews_h	0.96677903
tcd_h	fbj_h	0.9650407
fbj_h	tcd_h	0.9650407
truthtrain_h	fbj_h	0.96155797
nightshift_h	fbj_h	0.96155797
lilypadlounge_h	fbj_h	0.96155797
fbj_h	truthtrain_h	0.96155797
