_NAME_	COMMUNAL
v000007	0.8260959881
v000026	0.8662005945
v000004	0.9000527249
v000002	0.9524354645
v000038	1.047814414
v000034	1.0649509149
v000050	1.1435776003
v000012	1.1436894131
v000009	1.1563695435
v000019	1.1808462502
v000008	1.1958184955
v000023	1.2222643143
v000044	1.2437618135
v000027	1.243797202
v000003	1.2500412014
v000015	1.2646226557
v000006	1.2741281043
v000049	1.2882571209
v000001	1.3086035708
v000020	1.3291432419
v000043	1.3607332513
v000037	1.3938089897
v000013	1.3999371718
v000011	1.4407756633
v000005	1.443460453
v000021	1.4822394954
v000197	1.508608605
v000201	1.5115907946
v000205	1.5115907946
v000202	1.5115907946
v000213	1.5153051634
v000046	1.5330091804
v000207	1.5673983357
v000051	1.5684534746
v000210	1.5690097727
v000211	1.5690097727
v000208	1.5697311019
v000060	1.5857132828
v000198	1.6147984362
v000203	1.6277154339
v000200	1.6300750606
v000187	1.6758864899
v000071	1.6855005112
v000068	1.6869342591
v000062	1.6903715198
v000030	1.696824182
v000014	1.7689703978
v000056	1.7713512211
v000025	1.7820142531
v000206	1.7851606345
v000058	1.7893283956
v000010	1.8008981657
v000054	1.8103487537
v000016	1.8108975348
v000017	1.8130794179
v000192	1.8373329954
v000096	1.8410583506
v000225	1.8480994393
v000177	1.8719730074
v000059	1.8998005318
v000170	1.9179861637
v000028	1.9185408087
v000039	1.9316250756
v000158	1.9347118989
v000036	1.9379659688
v000070	1.9446337249
v000041	1.9519583664
v000042	1.9586474078
v000082	1.9653457268
v000120	1.9805734299
v000035	1.9832000189
v000022	1.9860462514
v000118	1.9965043745
v000094	2.0148929265
v000166	2.0213859628
v000148	2.0271933877
v000086	2.0302373001
v000024	2.0333894862
v000100	2.0379195224
v000047	2.0458141173
v000184	2.0581464913
v000274	2.0980954938
v000061	2.1022989163
v000052	2.1040183376
v000095	2.1109699068
v000063	2.168114381
v000109	2.1997383194
v000080	2.2198599265
v000075	2.2513246276
v000323	2.2698381386
v000119	2.2795300113
v000176	2.2821888929
v000078	2.3416905478
v000144	2.3695162913
v000182	2.3912535498
v000065	2.4091814075
v000106	2.4166631882
v000073	2.417884195
v000531	2.4360582473
v000228	2.4790203297
v000057	2.5123753074
v000473	2.5190070447
v000832	2.5281698421
v000824	2.5281698421
v000053	2.5445338765
v000140	2.5569813334
v000164	2.5586988832
v000549	2.5819046388
v000307	2.6173152056
v000528	2.6239829242
v000335	2.6324882209
v000099	2.6339312402
v000243	2.6549530083
v000245	2.6655551606
v000237	2.6672936806
v000180	2.670120705
v000281	2.6964396173
v000511	2.7006701692
v000132	2.728893116
v000297	2.7358430871
v000348	2.7411751929
v000252	2.7443494635
v000708	2.7736576083
v000669	2.7754430198
v000327	2.8025180284
v000536	2.8039957474
v000161	2.8097312485
v000285	2.8121173816
v000447	2.8325939328
v000214	2.8338396149
v000224	2.8612158635
v000139	2.8697100145
v000299	2.9060259658
v000040	2.9113410027
v000533	2.9113421964
v000018	2.9216238502
v000296	2.9574725125
v000141	2.9605724827
v000578	2.9799566661
v000633	2.991098829
v000886	3.0194925419
v000544	3.0629845559
v000518	3.0634191612
v000900	3.0794026146
v000703	3.125113136
v000450	3.1277753146
v000574	3.2672453353
v000941	3.2820777782
v000610	3.3885907775
v000359	3.4225107451
